,Name,School,L10_High_BB,L10_Ave_BB,Freshman,NCAA_High_BB,NCAA_Ave_BB,BB_nqs
2529,Sarah Lyons,Illinois,9.675,7.0979166666666655,2015,0.0,0.0,0.0
2530,Bailey Abernathy,Minnesota,9.4,6.88421052631579,2015,0.0,0.0,0.0
2531,Jordan Anderson,Centenary College,9.05,5.573529411764706,2014,9.5,9.125,0.0
2532,Lauren Glover,Seattle Pacific,9.275,6.5921875000000005,2014,9.825,9.492,9.765
2533,Mikaela Postlethwait,Temple,9.1,8.266666666666666,2014,9.6,9.244,0.0
2534,Kyleigh Greenlief,BYU,9.275,6.103571428571428,2015,0.0,0.0,0.0
2535,Brooklyn Doggette,West Virginia,9.575,7.538636363636365,2015,9.875,9.668,9.83
2536,Amanda Kowalski,Iowa,9.525,6.9484375,2014,9.8,9.33,0.0
2537,Olivia Oswalt,Lindenwood,9.325,5.875000000000001,2014,0.0,0.0,0.0
2538,Brittany Wenzel,Northern Illinois,9.225,6.867500000000001,2014,9.775,9.474,9.705
2539,Nicole Artz,Michigan,9.55,7.595454545454547,2014,9.95,9.812,9.935
2540,Megan Gilliam,Northern Illinois,9.3,6.9125,2014,0.0,0.0,0.0
2541,Briana Gironda,William & Mary,9.4,6.2749999999999995,2014,9.875,9.495,9.825
2542,Lauren Vandenberg,Western Michigan,9.35,7.055555555555556,2014,0.0,0.0,0.0
2543,Christine Liautaud,Bridgeport,9.275,6.270833333333334,2014,9.85,9.388,9.67
2544,McKenzie Foster,UW-Whitewater,9.75,6.71,2014,9.775,9.338,9.695
2545,Christine Volz,Southern Conn.,9.35,5.699999999999999,2014,0.0,0.0,0.0
2546,Michelle Lozneanu,UIC,9.5,8.74,2014,9.85,9.404,9.315
2547,Shelby Arms,Ball State,9.125,6.175,2014,0.0,0.0,0.0
2548,Chloe Rehberg,UW-Whitewater,9.1,6.434722222222223,2015,0.0,0.0,0.0
2549,Juliana Booth,Ball State,8.875,7.007692307692307,2015,0.0,0.0,0.0
2550,Taylor Crumley,Northern Illinois,9.3,5.275,2014,9.8,9.493,9.675
2551,Kelsea Fischer,UW-Whitewater,9.225,8.8,2014,8.175,8.175,0.0
2552,Jala Washington,Ball State,9.35,4.833333333333333,2014,9.7,9.267,9.18
2553,Kimberly Robertson,UW-Oshkosh,0.0,0.0,2015,0.0,0.0,0.0
2554,Brianna Quinn,Bridgeport,9.3,5.753333333333334,2014,0.0,0.0,0.0
2555,Erin Malone,Ohio State,9.425,6.992105263157893,2014,0.0,0.0,0.0
2556,Hope Tralli,Bridgeport,9.45,6.547727272727272,2014,9.875,9.434,9.765
2557,Amanda Scanlon,Cortland State,9.6,8.74375,2014,9.775,9.506,9.735
2558,Jill Daddario,Brockport,8.85,6.833333333333333,2014,8.8,8.8,0.0
2559,Tatiana Winkelman,Yale,9.125,6.7425,2014,9.85,9.396,9.755
2560,Kelsey Jewell,Ursinus College,8.85,8.325,2015,0.0,0.0,0.0
2561,Darby Germain,Air Force,9.375,6.000000000000001,2016,0.0,0.0,0.0
2562,Shaila Segal,Central Michigan,9.25,5.35,2016,9.825,9.661,9.79
2563,Claire Jones,Rutgers,9.6,7.246250000000001,2014,9.9,9.604,9.865
2564,Courtney Leighton,North Carolina State,8.825,4.545454545454546,2014,0.0,0.0,0.0
2565,Margaret Brown,North Carolina,9.3,7.2346153846153864,2014,0.0,0.0,0.0
2566,Kira Frederick,Michigan State,9.55,7.106249999999999,2014,9.85,9.566,9.79
2567,Erika Reichert,Pittsburgh,9.35,7.085000000000001,2015,9.725,9.38,9.66
2568,Mollie Drenth,Iowa,9.35,6.948076923076924,2014,9.95,9.645,9.922
2569,Samantha Gordon,Kent State,9.275,7.177272727272728,2014,0.0,0.0,0.0
2570,Libby Barbour,Cortland State,8.85,6.983333333333333,2014,0.0,0.0,0.0
2571,Janie Kovacs,Air Force,9.375,8.935,2011,9.65,9.462,0.0
2572,Tori Kinamon,Brown,9.3,5.666176470588236,2014,0.0,0.0,0.0
2573,Rotem Porat,Southern Conn.,9.5,7.480357142857144,2014,9.825,9.462,9.8
2574,Caitlin Elsadek,Brockport,8.9,8.183333333333334,2014,9.4,9.4,0.0
2575,Krystin Chiellini,Cornell,9.3,6.9541666666666675,2014,9.775,9.296,9.7
2576,Kelly Huseman,UW-Stout,9.425,7.277083333333333,2014,9.7,9.156,9.625
2577,Rose Franke,UW-La Crosse,8.675,3.1475,2015,0.0,0.0,0.0
2578,Megan Buss,UW-La Crosse,9.25,5.471052631578947,2014,9.55,9.55,0.0
2579,Savana Kettner,UW-La Crosse,9.125,5.8464285714285715,2015,9.75,9.216,9.515
2580,Hannah Rector,Lindenwood,9.55,7.18625,2014,9.825,9.577,9.775
2581,Veronica Peterson,Winona State,0.0,0.0,2014,9.225,8.589,8.52
2582,Tracie Villanueva,Seattle Pacific,9.3,8.97,2014,9.85,9.498,9.795
2583,Jessica Nesis,Washington,9.25,4.4676470588235295,2016,0.0,0.0,0.0
2584,Suren Kanchanavaleerat,Illinois,8.3,3.825,2015,0.0,0.0,0.0
2585,Paige Urquhart,Boise State,9.375,6.387499999999999,2014,9.9,9.755,9.86
2586,Dez Stanton,UW-Eau Claire,9.3,6.533333333333334,2014,8.075,7.908,0.0
2587,Elsa Spitzmueller,UW-La Crosse,9.25,6.5125,2014,9.575,9.058,9.375
2588,Brittany Zickert,Ursinus College,8.475,5.029166666666667,2014,9.25,8.85,0.0
2589,Elana Molotsky,Cornell,9.25,5.0575,2014,0.0,0.0,0.0
2590,Sarah Krulish,Brockport,9.15,4.847222222222221,2016,0.0,0.0,0.0
2591,Kaelin Ruoss,Ursinus College,9.55,7.333333333333334,2015,9.9,9.507,9.76
2592,Majesta Valentine,West Chester,9.375,7.05,2014,9.875,9.625,9.85
2593,Samantha Engle,LSU,9.15,6.329687500000001,2009,9.925,9.695,9.89
2594,Kellie Wanamaker,Arizona State,9.6,6.42,2014,9.65,9.339,9.555
2595,Rebecca McAndrew,Temple,9.0,4.775,2014,9.7,9.325,9.575
2596,Ajiea Hargrave,Lindenwood,9.35,5.572222222222222,2014,9.675,9.01,0.0
2597,Morgan Evans,North Carolina,8.925,8.925,2009,9.825,9.624,9.805
2598,Kiera Brown,Georgia,9.725,7.530681818181818,2014,9.9,9.645,9.87
2599,Mary Lillian Sanders,Alabama,9.425,6.022222222222222,2015,9.85,9.756,9.795
2600,Rachel Heinl,San Jose State,9.425,7.377083333333332,2014,0.0,0.0,0.0
2601,Katie Simpson,Texas Woman's,8.95,3.084090909090909,2014,9.85,9.426,9.75
2602,Rachel Reis,Bowling Green,9.275,7.457142857142857,2014,9.8,9.497,9.73
2603,Meghan Cobb,Cortland State,7.675,2.915,2014,0.0,0.0,0.0
2604,Lucia Scaglione,Auburn,7.95,2.2303571428571427,2016,0.0,0.0,0.0
2605,Memory Shettles,Southern Utah,9.6,7.310714285714288,2014,9.9,9.686,9.805
2606,Ragan Smith,Oklahoma,9.45,6.847222222222222,2021,10.0,9.829,9.98
2607,Courtney Dowdell,Northern Illinois,9.575,6.744230769230771,2014,9.5,9.163,0.0
2608,Kerry Scafidi,UW-La Crosse,9.275,8.375,2014,9.675,9.089,9.435
2609,Alexandria Bourgeois,Cornell,8.55,8.4125,2014,0.0,0.0,0.0
2610,Jessica Shostak,Michigan State,9.525,6.877777777777777,2014,0.0,0.0,0.0
2611,Angie Kern,Missouri,9.4,6.66375,2014,0.0,0.0,0.0
2612,Michelle Burns,Ohio State,9.475,6.782291666666666,2014,9.8,9.559,9.695
2613,Emily Schild,Georgia,9.675,6.758333333333333,2018,9.875,9.689,9.81
2614,Madison Brent,West Chester,8.625,5.583333333333333,2015,0.0,0.0,0.0
2615,Lauren Chavis,Ursinus College,8.85,3.4777777777777783,2014,9.675,9.039,9.405
2616,Amanda Jetter,Alabama,9.6,9.516666666666666,2014,9.825,9.785,0.0
2617,Jennie Laeng,Nebraska,9.65,7.069117647058823,2014,9.9,9.728,9.88
2618,Marla Thomas,Brockport,8.725,6.085,2015,0.0,0.0,0.0
2619,Faith Burns,Brockport,9.125,5.999999999999999,2015,9.75,9.3,9.485
2620,Makayla Betz,Utah State,9.0,6.108823529411764,2014,0.0,0.0,0.0
2621,Jamyra Carter,Northern Illinois,9.175,4.661538461538463,2014,0.0,0.0,0.0
2622,Jackie Hahn,Rhode Island College,7.625,4.9624999999999995,2014,0.0,0.0,0.0
2623,Rachel Graham,Pennsylvania,9.35,5.7796875000000005,2014,9.85,9.512,9.795
2624,Charity Jones,Oklahoma,9.675,7.175,2014,9.9,9.85,9.885
2625,Emily Harrison,West Chester,8.8,8.125,2014,0.0,0.0,0.0
2626,Saxon Reaux,Centenary College,9.55,6.752083333333333,2015,9.7,9.025,9.0
2627,Megan Marenghi,North Carolina,9.825,7.394230769230769,2014,9.825,9.74,9.77
2628,Anna Bowers,Missouri,9.6,7.237500000000001,2014,9.175,9.137,0.0
2629,Kendal Hamer,Brockport,9.1,4.796428571428571,2014,9.75,9.236,9.635
2630,Isabela Onyshko,Stanford,8.75,5.816666666666666,2022,9.875,9.575,9.695
2631,Abby Armbrecht,Alabama,9.575,7.402499999999999,2016,9.9,9.721,9.885
2632,Elizabeth Nand,Rutgers,9.55,6.220833333333333,2016,9.775,9.65,0.0
2633,Sarah Faller,Maryland,9.525,5.796428571428572,2014,9.925,9.667,9.83
2634,Angel Metcalf,Iowa,9.425,6.753125,2014,9.95,9.678,9.905
2635,Alexis Mena,Ithaca College,7.825,3.9125,2014,9.225,8.696,8.59
2636,Jennifer Sklenar,Brockport,9.275,6.902272727272727,2014,9.725,9.438,9.7
2637,Claire Boyce,Florida,9.675,6.667857142857143,2014,9.95,9.808,9.915
2638,Leah Slobodin,Maryland,9.65,7.825,2015,9.85,9.639,9.81
2639,Taylor Le Moal,Centenary College,9.0,5.5472222222222225,2015,9.725,9.253,9.53
2640,Rebecca Johnson,Missouri,9.075,5.960714285714285,2012,0.0,0.0,0.0
2641,Rachel Kreager,UC Davis,9.5,6.219117647058823,2014,9.825,9.619,9.79
2642,Katie Morsefield,Bowling Green,9.275,8.85,2016,0.0,0.0,0.0
2643,Maggie Nichols,Oklahoma,9.8,7.908333333333334,2017,10.0,9.926,10.0
2644,Nicole Wangler,UW-La Crosse,9.15,5.794444444444445,2014,0.0,0.0,0.0
2645,Hannah Wilken,Air Force,9.475,6.108333333333334,2014,0.0,0.0,0.0
2646,Jaine VanPutten,Ohio State,9.325,8.93125,2014,0.0,0.0,0.0
2647,Gianna Scala,Winona State,7.575,7.575,2018,0.0,0.0,0.0
2648,Madeline Lind,Hamline,7.825,7.283333333333333,2015,9.425,8.79,9.17
2649,Andrea Maldonado,Iowa State,8.35,8.3,2021,0.0,0.0,0.0
2650,Morgan Bradford,Hamline,7.55,7.55,2015,8.75,8.488,0.0
2651,Samantha Ward,Towson,9.325,6.565625000000001,2013,9.75,9.289,9.315
2652,Katelyn Roland,West Chester,9.25,5.964062499999999,2014,0.0,0.0,0.0
2653,Brooke Williams,Brown,9.4,6.378333333333334,2014,9.6,8.992,8.87
2654,Isabelle Castillo,California,9.575,5.961363636363636,2015,9.775,9.75,0.0
2655,Amanda Palladino,Ursinus College,8.225,8.225,2015,9.825,9.509,9.715
2656,Sydney Kennedy,Illinois State,9.425,6.180882352941175,2014,0.0,0.0,0.0
2657,Emma Hicks,UC Davis,6.25,6.25,2017,0.0,0.0,0.0
2658,Yonni Michovska,UC Davis,8.825,8.5625,2014,0.0,0.0,0.0
2659,Annie Graft,Air Force,9.425,6.24,2015,9.8,9.475,9.74
2660,Nicole Johnson,Arizona State,9.525,6.73,2011,9.725,9.55,9.6
2661,Kacie Traina,Yale,9.05,6.440625,2014,9.75,9.303,9.41
2662,Jessy MacArthur,UCLA,9.05,5.491666666666666,2014,0.0,0.0,0.0
2663,Chanen Raygoza,Penn State,9.7,6.695454545454545,2015,9.85,9.648,9.77
2664,Megan Jimenez,Oregon State,9.5,7.853846153846154,2014,9.85,9.731,9.825
2665,Jessica Gracia,New Hampshire,9.55,7.739285714285715,2014,9.825,9.335,0.0
2666,Emma Sibson,Penn State,0.0,0.0,2014,9.825,9.612,9.81
2667,Bayleigh Fobes,Towson,7.8,7.491666666666667,2014,9.8,9.522,9.73
2668,Taylor Harrison,Ohio State,9.575,7.111029411764704,2015,9.9,9.751,9.885
2669,Ashley Lambert,Nebraska,9.6,7.01625,2014,9.825,9.716,9.745
2670,Kaitlynn Hedelund,North Carolina,9.625,7.004761904761906,2015,9.875,9.649,9.83
2671,Kiera Brown,Georgia,9.725,7.530681818181818,2014,9.9,9.645,9.87
2672,Sandra Collantes,Boise State,9.6,7.000000000000001,2015,9.85,9.719,9.83
2673,Leah Slobodin,Maryland,9.65,7.825,2015,9.85,9.639,9.81
2674,Katherine Locher,Illinois State,9.525,6.663461538461538,2016,9.825,9.495,9.72
2675,Delaney Garin,Temple,9.675,7.257258064516131,2018,9.9,9.639,9.845
2676,Savannah Borman,Arizona State,9.35,7.236363636363636,2014,9.875,9.62,9.81
2677,Jamie Stone,Ohio State,9.625,6.652678571428573,2016,9.925,9.738,9.875
2678,Taylor Le Moal,Centenary College,9.0,5.5472222222222225,2015,9.725,9.253,9.53
2679,Nya Reed,Florida,9.7,7.144642857142858,2019,0.0,0.0,0.0
2680,Haley Brechwald,Pittsburgh,9.85,7.052586206896552,2018,9.875,9.72,9.835
2681,Jessica Myers,UIC,9.2,6.358333333333333,2016,0.0,0.0,0.0
2682,Roya Shirley,Michigan State,9.475,7.4140000000000015,2016,9.8,9.516,9.76
2683,Hope Nelson,Alaska,9.525,6.569285714285715,2018,9.875,9.631,9.765
2684,Isabella Amado,Boise State,9.7,7.590909090909093,2017,9.925,9.711,9.87
2685,Ariana Orrego,Iowa State,9.725,7.490909090909091,2018,9.8,9.634,9.75
2686,Amber Miller,West Chester,8.85,6.675000000000001,2009,9.775,9.065,9.66
2687,Chloe Cluchey,West Virginia,9.625,6.3725000000000005,2017,0.0,0.0,0.0
2688,Kari Willett,UW-La Crosse,9.45,7.812499999999999,2015,9.725,9.418,9.715
2689,Stefanie Merkle,Ohio State,0.0,0.0,2015,9.875,9.729,9.85
2690,Gracie Day,Auburn,9.1,6.959999999999999,2017,0.0,0.0,0.0
2691,Victoria Reggiani,Temple,8.925,6.895454545454546,2014,9.675,9.292,9.215
2692,Skyelee Lamano,Kent State,9.325,5.6875,2014,0.0,0.0,0.0
2693,Nicole Dragon,Maryland,9.6,6.585714285714286,2014,9.7,9.275,0.0
2694,Hannah Sobhan,North Carolina State,9.0,6.102083333333335,2015,0.0,0.0,0.0
2695,Mallary Dick,UW-Stout,0.0,0.0,2017,0.0,0.0,0.0
2696,Kaitlin Cowles,George Washington,9.5,7.339583333333334,2014,9.125,9.125,0.0
2697,Maegan Chant,Florida,8.35,8.35,2017,0.0,0.0,0.0
2698,Ashley Landry,Air Force,9.275,6.6875,2014,0.0,0.0,0.0
2699,Ashley Griffith,Cal State-Fullerton,9.15,9.15,2009,9.775,9.445,9.57
2700,Lauren Cartmell,Lindenwood,9.625,7.628571428571427,2013,9.85,9.38,9.825
2701,Kristina Heymann,California,9.425,6.553571428571429,2013,9.725,9.171,9.12
2702,Kylie Clark,Northern Illinois,9.35,6.473333333333333,2014,0.0,0.0,0.0
2703,Morgan Tolman,Denver,9.2,5.878846153846152,2013,0.0,0.0,0.0
2704,Corey Holman,Brown,9.5,7.678571428571429,2013,9.8,9.496,9.76
2705,Jasmine Holmes,San Jose State,9.225,7.163461538461539,2013,0.0,0.0,0.0
2706,Maddie Herr,Ohio State,9.5,7.155555555555555,2013,9.85,9.662,9.82
2707,Erin Hamister,Arizona State,9.5,7.4096153846153845,2013,0.0,0.0,0.0
2708,Kirsten Petzold,Central Michigan,9.5,6.765625,2013,9.7,9.525,0.0
2709,Alexsis Petrikis,George Washington,9.225,4.54375,2013,0.0,0.0,0.0
2710,Lydia Thompson,Towson,9.3,6.913888888888889,2013,9.7,9.25,9.41
2711,Jade Donaldson,Winona State,9.35,6.995,2013,9.525,8.867,9.385
2712,Katie Stuart,Kentucky,9.525,6.471875,2016,9.9,9.757,9.88
2713,Laura Kummerle,Pittsburgh,9.6,6.2875,2013,9.875,9.677,9.86
2714,Alyssa Kaschak,San Jose State,9.55,6.85,2014,9.775,9.553,9.755
2715,Amanda McGee,William & Mary,9.225,7.231818181818182,2013,9.375,9.375,0.0
2716,Chloe Marshall,S.E. Missouri,8.8,6.732499999999999,2015,0.0,0.0,0.0
2717,Brooke Evans,Ball State,9.4,7.4624999999999995,2013,9.225,9.025,0.0
2718,Maria Cross,Ball State,9.175,5.704166666666667,2013,0.0,0.0,0.0
2719,Meghan Goyden,Cortland State,9.45,7.062500000000001,2013,9.65,9.054,9.56
2720,Julohn Teixeira,Cornell,9.125,7.002083333333333,2013,0.0,0.0,0.0
2721,Taylor Bolender,Central Michigan,9.475,5.4325,2013,9.9,9.572,9.79
2722,Stephanie Strickler,Centenary College,9.35,5.666666666666667,2013,9.8,9.285,9.705
2723,Ashlin Chambliss,Eastern Michigan,9.4,6.240277777777778,2013,0.0,0.0,0.0
2724,Hannah Lee,UW-Whitewater,9.175,6.261666666666668,2013,9.75,9.351,9.665
2725,Tiara Chadran,Pittsburgh,9.35,7.125,2015,0.0,0.0,0.0
2726,Allyson Pancott,West Chester,9.0,5.271875,2013,0.0,0.0,0.0
2727,Keeley Kmieciak,Oklahoma,9.725,6.578125000000001,2013,9.925,9.83,9.895
2728,Randii Wyrick,LSU,9.725,7.884615384615384,2013,9.825,9.825,0.0
2729,Lauren Beers,Alabama,9.85,7.059375,2013,9.95,9.746,9.925
2730,Breanna Hughes,Utah,9.65,6.544230769230769,2013,9.9,9.744,9.875
2731,Caitlin Atkinson,Auburn,9.7,7.363888888888889,2013,9.95,9.811,9.93
2732,Briley Casanova,Michigan,9.65,9.415000000000001,2013,9.95,9.741,9.87
2733,Carley Sims,Alabama,9.575,6.761363636363637,2013,9.825,9.769,0.0
2734,Hanna Nordquist,Minnesota,9.8,6.955,2013,10.0,9.79,9.94
2735,Stacie Webb,Southern Utah,9.625,7.736363636363636,2014,10.0,9.778,9.91
2736,Alyssa Nocella,Bowling Green,9.6,6.1,2013,9.875,9.641,9.84
2737,Sheridan Metcalf,Washington,9.4,6.902777777777779,2013,0.0,0.0,0.0
2738,Rachel Gowey,Florida,9.75,7.2,2017,9.95,9.824,9.935
2739,Kathy Tang,Maryland,9.6,7.900000000000001,2013,9.875,9.381,9.775
2740,Michaela Woodford,North Carolina State,9.65,7.998214285714285,2013,9.85,9.749,9.835
2741,Shelby Edwards,Arizona,9.6,7.4775,2013,9.9,9.778,9.875
2742,Emily Barrett,Denver,9.55,5.786363636363637,2013,9.9,9.676,9.83
2743,Maile'ana Kanewa,Oklahoma,9.425,7.059615384615385,2013,9.9,9.317,0.0
2744,Josselyn Mackey,North Carolina,9.575,6.878333333333333,2013,9.8,9.594,9.77
2745,Erin Freier,Arkansas,9.6,7.941071428571428,2013,9.9,9.626,9.84
2746,Kaitlin Rahon,Minnesota,9.425,6.5225,2014,9.9,9.628,9.84
2747,Brittany Stover,William & Mary,9.4,7.052777777777778,2013,9.9,9.638,9.82
2748,Stephanie Miceli,Arizona State,9.825,7.149999999999999,2013,9.9,9.771,9.87
2749,Molly McFarland,Boise State,9.4,7.361363636363636,2015,9.85,9.666,9.82
2750,Allison Northey,Washington,9.55,7.590909090909091,2013,9.925,9.764,9.9
2751,M'rcy Matsunami,Alaska,9.55,7.760416666666667,2013,9.85,9.515,9.805
2752,Haley Scaman,Oklahoma,9.75,7.219444444444444,2013,0.0,0.0,0.0
2753,Makenzie Johnson,BYU,9.525,6.696666666666667,2013,9.85,9.665,9.815
2754,Marissa Beucler,Kentucky,9.5,7.105357142857144,2013,9.825,9.604,9.805
2755,Taylor Alotta,Penn State,9.525,7.027777777777779,2013,0.0,0.0,0.0
2756,Baylie Divino,Southern Utah,9.125,6.257142857142857,2013,0.0,0.0,0.0
2757,Rachel Henderson,Missouri,9.775,7.069444444444445,2013,9.775,9.406,9.645
2758,Audrey Tolbert,Ohio State,9.5,7.56875,2013,9.875,9.72,9.82
2759,Taylor Redmond,George Washington,9.625,6.743181818181818,2013,9.75,9.449,9.69
2760,Taylor Penzien,S.E. Missouri,9.45,7.158333333333333,2013,9.825,9.435,9.765
2761,Heather Foley,Illinois,9.525,7.420833333333333,2013,9.85,9.66,9.82
2762,Michelle Gauthier,LSU,9.625,6.800000000000001,2014,9.875,9.667,9.625
2763,Madeline Hanley,Minnesota,9.6,7.427272727272727,2013,9.95,9.64,9.865
2764,Cassie Benning,Sacramento State,9.35,6.670312499999999,2013,9.825,9.546,9.805
2765,Arlyn Amor,Southern Utah,9.45,6.325,2013,0.0,0.0,0.0
2766,Krystine Jacobsen,Boise State,9.125,5.904166666666667,2013,9.9,9.729,9.875
2767,Lisa Burt,Michigan State,9.675,6.908333333333333,2013,9.925,9.675,9.895
2768,Anna Corbett,Western Michigan,9.55,7.766666666666667,2014,9.85,9.64,9.805
2769,Sarah Marquez,Oregon State,9.5,7.757692307692308,2013,0.0,0.0,0.0
2770,Sara Townsend,Iowa State,9.425,6.696875,2013,0.0,0.0,0.0
2771,Amanda Mohler,Illinois State,9.625,6.295833333333333,2013,9.9,9.591,9.865
2772,Caroline Ellingboe,Bowling Green,9.375,6.351666666666667,2013,9.9,9.568,9.85
2773,Hayley Sanzotti,Utah State,9.4,7.306818181818182,2013,9.9,9.722,9.875
2774,Elyse Shenberger,Pennsylvania,9.325,7.21875,2013,9.8,9.477,9.76
2775,Taylor Rice,Stanford,9.625,7.555,2013,9.925,9.657,9.87
2776,Lauren Brodie,New Hampshire,9.6,7.151666666666667,2013,0.0,0.0,0.0
2777,Alie Glover,Iowa,9.4,6.8062499999999995,2013,9.9,9.677,9.875
2778,Sarah Neumann,Air Force,9.45,9.305,2014,9.85,9.621,9.79
2779,Kimberly Ebeyer,Eastern Michigan,9.35,5.721875,2013,9.825,9.645,9.795
2780,Danci Cha,Illinois State,9.525,7.864285714285714,2013,9.85,9.245,9.765
2781,Alix Faden,Penn State,9.45,6.783333333333334,2013,9.875,9.538,0.0
2782,Jenna Frowein,Stanford,9.525,6.909375000000001,2014,0.0,0.0,0.0
2783,Kyra Trowbridge,Iowa,9.375,6.289285714285715,2013,9.8,9.669,9.76
2784,Nicole Pearson,Pittsburgh,9.225,5.1156250000000005,2013,9.35,9.35,0.0
2785,Nicolle Eastman,Kent State,9.475,7.807142857142858,2013,9.9,9.63,9.805
2786,Carissa Kraus,Arizona State,9.25,7.084999999999999,2013,0.0,0.0,0.0
2787,Brittany Aragon,Western Michigan,9.25,6.175000000000001,2014,9.75,9.3,0.0
2788,Abigail Griswold,Towson,9.5,6.8062499999999995,2013,9.825,9.623,9.72
2789,Jordan Widener,California,9.5,7.034999999999999,2013,9.4,9.025,0.0
2790,Katrina Carpenter,Bowling Green,9.225,7.058333333333334,2013,0.0,0.0,0.0
2791,Karlee Teet,Central Michigan,9.275,6.761538461538462,2014,9.9,9.485,9.755
2792,Madeline Martinez,Cornell,9.1,5.7078125,2013,0.0,0.0,0.0
2793,Destiny Ezell,Utah State,9.225,6.271428571428571,2013,9.575,9.575,0.0
2794,Heather Elswick,Arkansas,9.4,7.527083333333334,2013,0.0,0.0,0.0
2795,Risa Perez,Arizona State,9.575,7.536363636363636,2013,9.95,9.766,9.895
2796,Shannen Kelly,Air Force,9.5,6.85,2013,9.85,9.494,9.79
2797,Jennifer Rochefort,Southern Conn.,9.575,7.617307692307692,2013,9.625,9.254,9.6
2798,Ryann Anderson,Air Force,9.55,7.664285714285715,2013,0.0,0.0,0.0
2799,Catarina Broccoli,New Hampshire,9.5,7.069444444444445,2013,9.825,9.518,9.8
2800,Kelsey Kopec,Auburn,9.525,6.695833333333334,2014,0.0,0.0,0.0
2801,Sarah Peterson,North Carolina,9.25,5.646875,2013,9.85,9.59,9.78
2802,Daniela Fumagalli,Lindenwood,9.4,5.978125,2013,0.0,0.0,0.0
2803,Allie Salas,Arizona State,9.075,6.855357142857143,2013,9.75,9.474,9.715
2804,Rachel Feeken,Denver,9.075,4.738888888888889,2014,0.0,0.0,0.0
2805,Emily Nagy,Cortland State,9.275,6.294999999999999,2013,9.65,9.131,9.625
2806,Sheree Romesburg,UW-La Crosse,9.1,5.265909090909091,2013,9.5,9.086,9.44
2807,Courtney Turner,North Carolina State,9.475,6.35,2014,0.0,0.0,0.0
2808,Samantha Kent,Ohio State,9.175,5.675,2013,9.85,9.627,9.77
2809,Maggie Dunn,Ohio State,9.6,7.035416666666667,2013,9.825,9.696,9.81
2810,Lindsey Litten,West Virginia,9.35,6.175,2014,9.675,9.65,0.0
2811,Aubrey Hine,North Carolina State,9.6,6.983333333333333,2013,9.875,9.456,9.695
2812,Claudia Salinas,Rutgers,9.45,5.6625,2013,9.875,9.694,9.845
2813,Patti Konschak,West Chester,9.2,6.425000000000001,2013,9.5,8.94,9.26
2814,Alyssa Glass,William & Mary,9.15,5.5888888888888895,2013,0.0,0.0,0.0
2815,Danielle Verdon,Rutgers,9.325,6.014999999999999,2013,9.15,9.15,0.0
2816,Kristina Steffenhagen,Ursinus College,8.975,8.708333333333334,2013,9.8,9.376,9.72
2817,Megan Love,UW-Whitewater,9.125,5.863888888888889,2013,9.575,8.932,9.38
2818,Ashley DeWoolfson,Cortland State,8.7,4.24375,2013,0.0,0.0,0.0
2819,Brittany Vasile,Brockport,9.0,6.800000000000001,2015,9.175,8.75,0.0
2820,Cecelia Lorenzen,West Chester,8.875,6.8916666666666675,2013,9.625,9.368,9.58
2821,Selena Swanger,West Chester,8.675,8.2375,2014,9.85,9.486,9.75
2822,Alicia Bair,Cornell,9.175,8.81,2013,9.6,9.6,0.0
2823,Anika Woodard,Bridgeport,8.975,8.5625,2014,0.0,0.0,0.0
2824,Angela Durkac,Ball State,9.325,5.804166666666667,2013,8.25,8.25,0.0
2825,Jaida Lawrence,West Virginia,9.3,7.005,2013,0.0,0.0,0.0
2826,Meagan Puccio,Southern Conn.,9.05,6.060714285714285,2013,0.0,0.0,0.0
2827,Kaylie Cronin,Cornell,9.45,7.12,2013,9.675,9.348,9.615
2828,Tara Kilkenny,Temple,9.525,4.955555555555556,2013,0.0,0.0,0.0
2829,Emily Paterson,Pennsylvania,9.0,6.565,2013,0.0,0.0,0.0
2830,Alyssa Hult,West Chester,9.125,7.2673076923076945,2013,9.6,9.042,8.93
2831,Erin Patchey,Ball State,9.525,6.267857142857142,2013,0.0,0.0,0.0
2832,Kiki Parenteau,Southern Utah,9.4,7.011111111111112,2014,0.0,0.0,0.0
2833,Kaylee Jondahl,UW-Stout,8.85,6.533333333333333,2014,9.525,8.841,9.27
2834,Jessica Borton,Ball State,8.475,6.505,2013,0.0,0.0,0.0
2835,Natalie Hall,UW-La Crosse,8.55,2.7354166666666666,2013,0.0,0.0,0.0
2836,Ashlee Henfling,UW-La Crosse,9.3,6.309375,2014,0.0,0.0,0.0
2837,Alex Marasco,Iowa State,9.425,7.06111111111111,2013,9.9,9.741,9.87
2838,Mesha Peterson,UW-Stout,9.325,7.227272727272727,2013,8.725,8.725,0.0
2839,Steffi Heuer,UW-Whitewater,9.375,6.455555555555555,2013,9.7,9.251,9.6
2840,Jill Chappel,Kentucky,9.1,8.61,2013,0.0,0.0,0.0
2841,Meghan Brannon,West Chester,8.8,4.910714285714286,2013,9.775,9.775,0.0
2842,Katlin Isaacs,Kent State,9.5,5.207142857142857,2013,0.0,0.0,0.0
2843,Trystien Charles,Lindenwood,9.3,6.022500000000001,2013,9.725,9.362,9.505
2844,Casie Hood,Centenary College,9.1,6.157142857142857,2014,8.4,8.4,0.0
2845,Micole O'dell,Iowa State,8.25,8.25,2015,0.0,0.0,0.0
