,Name,School,L10_High_VT,L10_Ave_VT,Freshman,NCAA_High_VT,NCAA_Ave_VT,VT_nqs,VT_delta
1550,Caroline Caponi,William & Mary,9.6,5.82890625,2017,9.775,9.578,9.735,3.749
1551,Chloe DeVries,Rutgers,9.775,7.02282608695652,2017,9.8,9.728,9.745,2.705
1552,Mackenzy Chavez,Lindenwood,9.3,7.134375,2017,0.0,0.0,0.0,-7.134
1553,Anna Marema,Illinois State,9.7,4.6464285714285705,2017,9.75,9.504,9.695,4.858
1554,Briana Pearson,BYU,9.5,7.443333333333333,2017,0.0,0.0,0.0,-7.443
1555,Grace Donaghy,North Carolina,9.125,6.053260869565218,2017,0.0,0.0,0.0,-6.053
1556,Sydney Williams,Central Michigan,9.825,7.594047619047619,2018,9.925,9.73,9.825,2.136
1557,Alyssa Minyard,Oregon State,9.35,6.51904761904762,2018,0.0,0.0,0.0,-6.519
1558,Maela Lazaro,Oregon State,9.45,6.996875,2018,0.0,0.0,0.0,-6.997
1559,Elizabeth Snoddy,William & Mary,9.525,7.5227272727272725,2017,9.625,9.519,0.0,1.996
1560,Julianna Drapkin,Bridgeport,9.425,6.78913043478261,2017,9.65,9.588,0.0,2.799
1561,Daniela Maciel,UIC,9.4,6.626250000000001,2017,0.0,0.0,0.0,-6.626
1562,Emma Byrd,UW-Stout,9.4,7.423809523809525,2017,0.0,0.0,0.0,-7.424
1563,Cydney Crasa,George Washington,9.6,6.501923076923076,2017,9.85,9.753,9.825,3.251
1564,Emma Winer,New Hampshire,9.425,6.366304347826086,2017,9.85,9.718,9.74,3.352
1565,Brittany Jones,Illinois,9.575,7.427499999999999,2019,9.825,9.7,9.675,2.272
1566,Skylar Haas,Ursinus College,9.2,8.909999999999998,2017,9.225,9.225,0.0,0.315
1567,Emily Szembrot,Ithaca College,9.35,6.676612903225807,2017,0.0,0.0,0.0,-6.677
1568,Taylor Colwell,Lindenwood,9.35,7.346590909090908,2017,0.0,0.0,0.0,-7.347
1569,Erin Hilton,BYU,9.4,6.15,2017,0.0,0.0,0.0,-6.15
1570,Mikayla Waddell,Penn State,9.875,6.613157894736842,2017,9.6,9.531,0.0,2.918
1571,Lauren Gomes,Northern Illinois,9.375,6.812499999999999,2021,9.475,9.475,0.0,2.663
1572,Jordan Miranda,West Chester,9.2,7.029545454545455,2017,9.3,9.3,0.0,2.27
1573,Mekayla Jones,Arizona State,9.35,6.68,2017,0.0,0.0,0.0,-6.68
1574,Anna Jennings,Yale,9.6,6.38125,2017,9.75,9.581,9.705,3.2
1575,Elizabeth Maher,Winona State,8.975,4.4,2017,0.0,0.0,0.0,-4.4
1576,Sarah Proulx,Bridgeport,9.45,6.9485294117647065,2019,9.25,9.25,0.0,2.301
1577,Wynter Childers,Alabama,9.85,6.486290322580644,2017,9.9,9.8,9.845,3.314
1578,Hailey Poland,Kentucky,9.5,7.027380952380953,2017,0.0,0.0,0.0,-7.027
1579,Breanna Fitzke,Iowa,9.275,6.727678571428571,2018,0.0,0.0,0.0,-6.728
1580,Courtney Kamberalis,Brockport,9.225,4.006818181818182,2018,0.0,0.0,0.0,-4.007
1581,Erica Fontaine,West Virginia,9.45,7.42,2018,0.0,0.0,0.0,-7.42
1582,Lucy Jones,Pittsburgh,9.25,5.738636363636363,2017,0.0,0.0,0.0,-5.739
1583,Hunter Vincent,Texas Woman's,9.75,7.2956896551724135,2017,9.775,9.597,9.74,2.301
1584,Rachel Dugan,Pittsburgh,9.475,7.472727272727273,2017,0.0,0.0,0.0,-7.473
1585,Natalie Borden,Pennsylvania,9.225,2.3552631578947367,2017,0.0,0.0,0.0,-2.355
1586,Molly Russ,Iowa State,9.775,7.435526315789474,2017,0.0,0.0,0.0,-7.436
1587,Emma Cullen,Pennsylvania,9.45,5.523750000000001,2017,9.625,9.509,9.555,3.985
1588,Maddie Nowak,UIC,9.175,9.09375,2017,9.775,9.591,9.745,0.497
1589,Jessica Ahrens,UW-La Crosse,9.525,7.875000000000001,2017,9.65,9.257,9.5,1.382
1590,Alyssa Wiggle,Illinois State,9.325,6.678333333333334,2017,9.7,9.454,9.415,2.776
1591,Nina Martucci,Northern Illinois,9.475,6.07361111111111,2018,9.675,9.547,9.575,3.473
1592,Kennedy Utz,Winona State,9.2,5.916666666666666,2017,9.575,9.228,9.455,3.311
1593,Rachel Gurgiolo,Brockport,9.35,7.139285714285715,2017,0.0,0.0,0.0,-7.139
1594,Madison Solka,Illinois State,9.1,8.950000000000001,2017,9.725,9.525,9.665,0.575
1595,Caroline Mitsch,Pennsylvania,9.175,6.393181818181818,2017,0.0,0.0,0.0,-6.393
1596,Heidi Sand,Air Force,9.4,6.7683333333333335,2018,9.85,9.628,9.83,2.86
1597,Zoey Packard,Towson,9.1,5.763888888888889,2019,0.0,0.0,0.0,-5.764
1598,Brooke Kachinsky,UW-La Crosse,9.2,7.517307692307694,2018,0.0,0.0,0.0,-7.517
1599,Keylea Brothers,Southern Conn.,9.05,5.843055555555556,2017,0.0,0.0,0.0,-5.843
1600,Gabby Williams,Kent State,9.425,7.028333333333332,2017,0.0,0.0,0.0,-7.028
1601,Sierra Beaver,UW-Stout,9.35,5.2407894736842096,2017,9.525,9.323,9.405,4.082
1602,Danielle Bisbikis,Western Michigan,9.5,9.39,2017,9.6,9.581,0.0,0.191
1603,Kenna Skepnek,S.E. Missouri,9.2,6.016666666666666,2018,0.0,0.0,0.0,-6.017
1604,Kailee Willhalm,UW-Oshkosh,9.55,4.752380952380952,2017,8.175,8.175,0.0,3.423
1605,Erika Marr,William & Mary,9.2,5.48,2017,9.8,9.586,9.77,4.106
1606,Jacqueline Kutcher,Southern Conn.,9.0,6.596874999999999,2017,0.0,0.0,0.0,-6.597
1607,Autumn Snape,Ursinus College,9.125,6.5546875,2017,0.0,0.0,0.0,-6.555
1608,Maci Prescott,Cornell,9.425,9.350000000000001,2017,9.775,9.569,9.75,0.219
1609,Genna Orlik,Cortland State,9.0,8.7375,2017,9.4,9.12,9.22,0.382
1610,Isabella Antonangeli,Southern Conn.,8.8,6.085714285714286,2017,9.65,9.347,9.445,3.261
1611,Anna Salamone,Air Force,9.625,7.426666666666666,2017,9.875,9.686,9.83,2.259
1612,Miyuki Matsune,Seattle Pacific,9.15,6.70875,2017,0.0,0.0,0.0,-6.709
1613,Alexis Belkoff,Sacramento State,9.625,7.129687500000001,2017,9.85,9.701,9.805,2.571
1614,Megan McBride,Southern Utah,9.75,8.051923076923076,2017,9.9,9.809,9.855,1.757
1615,Mercedez Sanchez,San Jose State,9.475,6.4399999999999995,2021,0.0,0.0,0.0,-6.44
1616,Alexandra Dudschus,California,9.625,7.825000000000001,2017,0.0,0.0,0.0,-7.825
1617,Tara Catour,Sacramento State,9.7,6.3929687500000005,2017,9.8,9.547,9.695,3.154
1618,Raine Gordon,North Carolina,9.35,7.381250000000001,2018,0.0,0.0,0.0,-7.381
1619,Sofia Menemenlis,Yale,9.275,7.491666666666667,2017,0.0,0.0,0.0,-7.492
1620,Daisy Todd,Temple,9.325,7.0,2017,9.85,9.719,9.8,2.719
1621,McKenna Morrell,Boise State,9.525,6.8583333333333325,2017,0.0,0.0,0.0,-6.858
1622,Lena Wirth,Seattle Pacific,9.2,4.222058823529411,2017,9.775,9.524,9.74,5.302
1623,Tessa Otuafi,Boise State,9.625,6.863157894736841,2018,9.875,9.604,9.55,2.741
1624,Hope Parkin,Texas Woman's,9.55,5.339473684210526,2017,9.85,9.605,9.795,4.266
1625,Chelsey Andrada,San Jose State,9.3,7.021296296296297,2017,9.875,9.703,9.815,2.682
1626,Leah Perrino,San Jose State,9.625,6.654166666666668,2017,9.625,9.625,0.0,2.971
1627,Emily Carr,Cornell,9.275,6.1375,2018,0.0,0.0,0.0,-6.138
1628,Madison Howlett,Southern Utah,9.3,4.97125,2018,0.0,0.0,0.0,-4.971
1629,Jamie Antinori,North Carolina,9.0,8.93125,2017,0.0,0.0,0.0,-8.931
1630,Brittany Jeppesen,Utah State,9.35,5.081250000000001,2017,0.0,0.0,0.0,-5.081
1631,Zahra Lawal,Seattle Pacific,9.3,5.7125,2017,9.75,9.49,9.62,3.777
1632,Lauren Ramirez,Bridgeport,9.85,6.98653846153846,2018,0.0,0.0,0.0,-6.987
1633,Megan Tripp,Pittsburgh,9.55,7.57651515151515,2017,0.0,0.0,0.0,-7.577
1634,Diana Manzano,Brown,9.525,7.496428571428572,2018,9.55,9.496,9.485,2.0
1635,Averie Brook,Arizona State,8.95,5.535294117647059,2017,0.0,0.0,0.0,-5.535
1636,Megan Dennis,S.E. Missouri,9.15,5.7725,2018,0.0,0.0,0.0,-5.772
1637,Kylie Kratchwell,New Hampshire,9.6,6.402631578947369,2021,0.0,0.0,0.0,-6.403
1638,Allison Smith,Eastern Michigan,9.7,5.413095238095239,2018,9.875,9.727,9.83,4.314
1639,Mikayla Robinson,North Carolina,9.7,7.0953124999999995,2017,9.9,9.753,9.855,2.658
1640,Ava Watkins,New Hampshire,9.75,7.528846153846153,2017,9.75,9.544,0.0,2.015
1641,Yasmin Eubanks,Temple,9.3,9.055,2017,9.775,9.539,9.755,0.484
1642,Rebecca Chong,Yale,9.75,6.5,2017,9.825,9.708,9.812,3.208
1643,Ashley Szafranski,Arizona State,9.45,6.571874999999999,2017,0.0,0.0,0.0,-6.572
1644,Jaylene Everett,Temple,9.475,7.066666666666666,2017,9.875,9.71,9.84,2.643
1645,Sarah McCarty,Kent State,9.8,7.422222222222223,2017,9.825,9.619,9.81,2.197
1646,Emma Karas,Rutgers,9.375,7.026136363636364,2018,9.675,9.583,9.565,2.557
1647,Courtney Pearson,Ursinus College,9.6,7.338333333333334,2017,9.65,9.386,9.48,2.048
1648,Erin Howell,Brown,9.4,7.325,2017,9.45,9.412,0.0,2.087
1649,Alyssa Klock,Brockport,8.875,4.954999999999999,2017,0.0,0.0,0.0,-4.955
1650,Paige Beckley,Brockport,9.55,7.642857142857142,2017,9.5,9.175,0.0,1.532
1651,Sydne Powers,West Chester,9.075,7.074999999999999,2017,0.0,0.0,0.0,-7.075
1652,Natalie Onderko,West Chester,9.3,5.502173913043477,2017,9.525,9.326,9.46,3.824
1653,Shannon Farrell,Rutgers,9.25,4.88875,2018,0.0,0.0,0.0,-4.889
1654,Alecia Petrikis,Pittsburgh,9.475,7.36,2017,9.875,9.79,9.84,2.43
1655,Natalia Nottingham,Cornell,9.25,7.015384615384614,2017,9.725,9.508,9.625,2.493
1656,Lauren Ritter,Ohio State,9.5,6.697727272727272,2010,0.0,0.0,0.0,-6.698
1657,Dorothy Mims,Centenary College,9.4,7.830357142857143,2019,9.35,9.325,0.0,1.495
1658,Kendal Moss,Auburn,9.65,4.9732142857142865,2017,0.0,0.0,0.0,-4.973
1659,Erynne Allen,Penn State,9.6,7.394736842105264,2019,0.0,0.0,0.0,-7.395
1660,Alexis Olivier,Western Michigan,9.0,5.075,2019,0.0,0.0,0.0,-5.075
1661,Darian Burns,Seattle Pacific,9.5,7.3862499999999995,2017,9.825,9.711,9.815,2.325
1662,Grace Arnold,Gustavus Adolphus,8.85,5.691666666666667,2017,0.0,0.0,0.0,-5.692
1663,Megan Tran,Winona State,9.225,5.889583333333334,2017,9.425,9.137,9.28,3.247
1664,Hallie Peele,Pittsburgh,9.7,7.641666666666668,2017,0.0,0.0,0.0,-7.642
1665,Hailey Mesmer,North Carolina State,9.325,7.723076923076922,2017,0.0,0.0,0.0,-7.723
1666,Kendall Arasmith,Centenary College,9.25,6.2676470588235285,2017,9.325,9.188,0.0,2.92
1667,Mekyllah Williams,North Carolina,9.025,7.236363636363636,2017,0.0,0.0,0.0,-7.236
1668,Delia Ardoin,Centenary College,9.025,6.45,2017,9.625,9.34,9.5,2.89
1669,Shaquilla Payne,UW-Stout,9.675,6.76470588235294,2018,9.8,9.758,0.0,2.993
1670,Rachael Mastrangelo,California,9.825,6.652941176470588,2017,9.875,9.767,9.835,3.114
1671,Haley Roy,Washington,9.775,7.509482758620692,2017,9.9,9.792,9.85,2.283
1672,Sofie Riley,Alaska,9.25,7.429166666666667,2017,9.55,9.475,0.0,2.046
1673,Sienna Brane,Seattle Pacific,9.15,3.772115384615385,2017,0.0,0.0,0.0,-3.772
1674,Hayley Porter,Central Michigan,9.225,6.46818181818182,2017,0.0,0.0,0.0,-6.468
1675,Nina Whittaker,Bridgeport,9.275,7.021527777777778,2017,9.825,9.692,9.785,2.67
1676,Kayleigh Dugan,Brockport,8.9,6.677777777777779,2017,0.0,0.0,0.0,-6.678
1677,Tali Twomey,Springfield College,9.1,8.868749999999999,2017,9.625,9.444,9.585,0.575
1678,Morgan Bixler,Maryland,9.65,5.203571428571429,2017,9.9,9.671,9.815,4.467
1679,Taylor Campagnone,Springfield College,9.1,5.617647058823529,2017,0.0,0.0,0.0,-5.618
1680,Kalyany Steele,UCLA,9.9,5.354166666666666,2021,0.0,0.0,0.0,-5.354
1681,Sarah Boyd,West Chester,8.625,5.3656250000000005,2017,0.0,0.0,0.0,-5.366
1682,Baylee Tkaczuk,UW-Oshkosh,9.025,4.802272727272728,2017,9.4,9.173,9.325,4.371
1683,Marisa Scholtens,UW-Oshkosh,9.325,6.402941176470589,2017,8.55,8.55,0.0,2.147
1684,Karen King,UW-Oshkosh,9.45,5.555,2017,9.675,9.35,9.465,3.795
1685,Samia Taylor,Winona State,9.425,5.2785714285714285,2017,9.475,9.198,9.38,3.919
1686,Olivia Hirsch,Centenary College,8.7,8.225000000000001,2017,0.0,0.0,0.0,-8.225
1687,Evelyn Patient,Cornell,9.225,7.035714285714286,2019,0.0,0.0,0.0,-7.036
1688,Danielle Bisbikis,Western Michigan,9.5,9.39,2017,9.6,9.581,0.0,0.191
1689,Mikala Bugge,UW-Stout,9.325,7.735714285714287,2017,9.8,9.565,9.735,1.829
1690,Savannah Farrell,UW-La Crosse,9.3,4.671428571428571,2017,9.725,9.396,9.535,4.725
1691,Megan Fayler,UW-Eau Claire,0.0,0.0,2017,0.0,0.0,0.0,0.0
1692,Julia Huebert,Minnesota,9.375,6.561206896551725,2017,0.0,0.0,0.0,-6.561
1693,Mary Graceyn Gordon,William & Mary,9.425,6.6535714285714285,2018,9.75,9.7,9.725,3.046
1694,McKinley Pavicic,Utah State,9.625,6.695454545454545,2018,0.0,0.0,0.0,-6.695
1695,Shelby Schumaker,Brockport,9.225,6.488333333333333,2018,9.675,9.495,9.545,3.007
1696,Ashlyn Laclair,Kentucky,9.325,9.325,2022,0.0,0.0,0.0,-9.325
1697,Peyton Hinterberger,Ohio State,9.5,7.179347826086957,2018,9.225,9.225,0.0,2.046
1698,Cami Bea Austin,Centenary College,9.475,6.951470588235294,2017,9.8,9.519,9.775,2.568
1699,Jamie Antinori,North Carolina,9.0,8.93125,2017,0.0,0.0,0.0,-8.931
1700,Sierra Hassel,Nebraska,9.4,6.238636363636364,2017,9.775,9.775,0.0,3.536
1701,Eleanor LaFountain,Ursinus College,9.0,5.6,2017,9.575,9.314,9.415,3.714
1702,Mary Nicholson,Missouri,9.375,3.770833333333333,2018,0.0,0.0,0.0,-3.771
1703,Annie Kustoff,Iowa,9.475,5.847727272727273,2018,0.0,0.0,0.0,-5.848
1704,Emily Milliet,Lindenwood,9.475,4.804411764705883,2017,0.0,0.0,0.0,-4.804
1705,Carly Israel,Yale,9.675,6.890909090909091,2018,9.425,9.425,0.0,2.534
1706,Sarah Liddle,UC Davis,9.625,5.973214285714285,2017,9.65,9.65,0.0,3.677
1707,Rachel Schuelke-Lombardi,UC Davis,9.575,6.129166666666666,2022,0.0,0.0,0.0,-6.129
1708,Sierra Coonts,UW-Stout,9.15,5.133333333333333,2018,0.0,0.0,0.0,-5.133
1709,Abby Johnston,Nebraska,9.15,9.15,2019,9.875,9.741,9.83,0.591
1710,Jade Degouveia,Oklahoma,0.0,0.0,2017,9.95,9.827,9.92,9.827
1711,Ashley Scarantino,Cortland State,9.0,8.9,2018,0.0,0.0,0.0,-8.9
1712,Leah Messelt,Winona State,9.1,7.0600000000000005,2017,9.475,9.178,9.36,2.118
1713,Megan Fayler,UW-Eau Claire,0.0,0.0,2017,0.0,0.0,0.0,0.0
1714,Cassie Ehmann,UW-Stout,0.0,0.0,2018,0.0,0.0,0.0,0.0
1715,Emma Johnson,Maryland,9.8,6.908620689655174,2017,9.825,9.666,9.79,2.757
1716,Cassidy Marquette,Ithaca College,9.275,6.596875,2018,9.725,9.423,9.59,2.826
1717,Kerra Masella,Temple,9.525,7.0,2017,0.0,0.0,0.0,-7.0
1718,Felicia Hano,UCLA,9.875,7.138333333333334,2017,9.95,9.858,9.94,2.72
1719,Madison Iannuzzo,Kent State,9.25,5.546875,2019,0.0,0.0,0.0,-5.547
1720,Maddie Johnson,BYU,9.0,6.4625,2009,9.6,9.53,0.0,3.067
1721,Amy Eck,Brockport,9.125,9.041666666666666,2018,9.5,9.346,9.43,0.304
1722,Alexis Allen,North Carolina,9.6,7.955357142857143,2017,9.85,9.706,9.83,1.751
1723,Breanna Murray,Winona State,0.0,0.0,2017,0.0,0.0,0.0,0.0
1724,Deanna Magro,Maryland,9.625,6.32236842105263,2017,9.825,9.691,9.75,3.369
1725,Karen Howell,Illinois,9.7,6.9564814814814815,2017,9.9,9.697,9.76,2.741
1726,Cora Geiger,Winona State,0.0,0.0,2018,9.525,8.667,8.495,8.667
1727,Rebecca Moore,Southern Utah,9.2,9.2,2011,9.525,9.425,0.0,0.225
1728,Amanda Pedicelli,Towson,8.4,8.4,2022,0.0,0.0,0.0,-8.4
1729,Maddison Smith,Cornell,7.75,2.5833333333333335,2018,0.0,0.0,0.0,-2.583
1730,Jada Czysz-DeBoer,Hamline,0.0,0.0,2018,9.475,9.363,0.0,9.363
1731,Bridget Dean,LSU,9.725,6.769642857142857,2019,0.0,0.0,0.0,-6.77
1732,Elyse Ryden,Ithaca College,0.0,0.0,2017,0.0,0.0,0.0,0.0
1733,Gabrielle Gallentine,Florida,9.525,9.15,2021,0.0,0.0,0.0,-9.15
1734,Shania Adams,Alabama,9.675,7.071875,2021,9.95,9.67,9.83,2.598
1735,Brehanna Showers,Oklahoma,9.875,5.199999999999999,2018,9.8875,9.833,9.865,4.633
1736,Katey Digiacomo,Illinois State,9.175,9.175,2018,9.575,9.371,9.405,0.196
1737,Haylee Courson,Southern Conn.,8.3,8.2,2017,0.0,0.0,0.0,-8.2
1738,Morgan Hart,Arizona State,9.5,7.00625,2017,9.775,9.625,0.0,2.619
1739,Chloe Lorange,Nebraska,9.0,9.0,2021,9.825,9.729,9.71,0.729
1740,Halli Briscoe,Oregon State,9.4,6.135416666666667,2018,0.0,0.0,0.0,-6.135
1741,Melissa Temkov,Towson,9.45,9.383333333333333,2017,9.625,9.465,9.55,0.082
1742,Dahlia Solorzano-Caruso,S.E. Missouri,9.25,9.25,2021,9.85,9.706,9.785,0.456
1743,Serena Baker,UIC,9.4,9.058333333333334,2017,9.725,9.572,9.63,0.514
1744,Emily Kelly,Kent State,9.2,4.95,2018,0.0,0.0,0.0,-4.95
1745,Katie Bailey,Alabama,9.95,6.733064516129032,2014,9.95,9.854,9.915,3.121
1746,Jah'Liyah Bedminster,LIU,9.25,9.25,2021,9.85,9.537,9.795,0.287
1747,Taylor Jackson,Springfield College,8.7,8.675,2017,9.725,9.373,9.59,0.698
1748,Angel Zhong,BYU,9.6,8.875,2017,9.85,9.769,9.84,0.894
1749,Taylor Chan,San Jose State,9.525,9.25,2017,9.9,9.757,9.835,0.507
1750,Ashlyn Kirby,LSU,9.75,6.345535714285713,2017,0.0,0.0,0.0,-6.346
1751,Mallory Leneave,Minnesota,9.125,9.125,2021,0.0,0.0,0.0,-9.125
1752,Kaitlyn Hall,Rutgers,9.85,6.052631578947368,2017,9.8,9.673,9.765,3.62
1753,Grace Garcia,Stanford,9.65,7.2,2019,9.775,9.557,9.595,2.357
1754,Kendra Benak,S.E. Missouri,8.75,5.816666666666666,2017,9.6,9.47,0.0,3.653
1755,Isabelle Wittebort,Michigan State,9.425,9.3125,2018,9.575,9.496,9.48,0.184
1756,Alex Johnston,Bowling Green,9.325,4.540625,2017,0.0,0.0,0.0,-4.541
1757,Sabrina Vega,Georgia,9.75,9.625,2017,9.9,9.807,9.88,0.182
1758,Katrina Coca,Kentucky,9.75,7.558750000000001,2016,9.775,9.685,9.75,2.126
1759,Tess Zientek,Towson,9.35,9.35,2018,9.6,9.455,9.51,0.105
1760,Alicia Boren,Florida,10.0,7.768103448275862,2016,9.95,9.844,9.95,2.076
1761,Macy Toronjo,UCLA,9.825,7.929545454545454,2017,0.0,0.0,0.0,-7.93
1762,Kirah Koshinski,West Virginia,10.0,7.699999999999999,2016,9.95,9.874,9.945,2.174
1763,Emma McLean,Michigan,9.825,6.695833333333333,2016,9.975,9.834,9.945,3.138
1764,Olivia Karas,Michigan,9.95,6.875000000000001,2016,9.975,9.845,9.95,2.97
1765,Sarah Means,Boise State,9.925,7.079347826086956,2016,9.925,9.797,9.9,2.718
1766,Jamie Stone,Ohio State,9.95,6.9696428571428575,2016,9.9,9.775,9.88,2.805
1767,Sabrina Garcia,Penn State,9.725,6.959677419354838,2016,9.85,9.701,9.83,2.741
1768,Sylvie Seilnacht,California,9.7,6.506249999999999,2016,9.9,9.792,9.87,3.286
1769,Jackie Sampson,Sacramento State,9.65,6.91607142857143,2016,0.0,0.0,0.0,-6.916
1770,Erika Muhaw,Utah,9.9,7.461111111111111,2016,9.8,9.721,9.705,2.26
1771,Jenna Bresette,Alabama,9.75,6.570312499999999,2016,9.9,9.744,9.835,3.174
1772,Meredith LaRoche,Illinois State,9.725,7.1187499999999995,2016,9.875,9.701,9.815,2.582
1773,Alexa Phillips,North Carolina State,9.825,7.2015625000000005,2016,9.9,9.766,9.87,2.564
1774,Caitlyn Fillard,North Carolina State,9.8,7.4527777777777775,2016,9.85,9.763,9.82,2.31
1775,Sydney Converse,Iowa State,9.65,6.9722222222222205,2016,9.85,9.765,9.835,2.793
1776,Amanda Huang,Ohio State,9.525,7.438095238095239,2017,0.0,0.0,0.0,-7.438
1777,Haylee Roe,Illinois,9.775,7.42638888888889,2016,9.775,9.66,9.76,2.234
1778,Ciara Gresham,Eastern Michigan,9.75,7.625,2016,9.875,9.684,9.83,2.059
1779,Morgan Porter,Missouri,9.775,7.309374999999998,2016,9.95,9.791,9.865,2.482
1780,Kaitlin Green,Cornell,9.525,6.296551724137931,2016,0.0,0.0,0.0,-6.297
1781,Sarah Lippowitsch,Kent State,9.5,7.41125,2016,0.0,0.0,0.0,-7.411
1782,Meaghan Sievers,Iowa State,9.825,7.171250000000001,2016,9.925,9.835,9.91,2.664
1783,Claire Kern,Denver,9.8,7.546551724137933,2016,0.0,0.0,0.0,-7.547
1784,Sienna Crouse,Nebraska,9.7,7.164423076923076,2018,9.975,9.871,9.947,2.707
1785,Michaelee Turner,Missouri,9.65,6.851851851851851,2016,0.0,0.0,0.0,-6.852
1786,Maya Washington,Washington,9.85,7.664000000000001,2017,0.0,0.0,0.0,-7.664
1787,Shannon McNatt,Utah,9.9,6.588461538461538,2017,9.875,9.688,0.0,3.1
1788,Kaprece Nadonza,San Jose State,9.5,7.00625,2017,9.85,9.728,9.81,2.722
1789,Maggie Tamburro,North Carolina State,9.825,8.196428571428571,2016,9.8,9.711,9.765,1.515
1790,Brittany West,Pittsburgh,9.725,7.477586206896552,2016,9.775,9.653,9.755,2.175
1791,Skyler Sheppard,Arizona,9.9,7.150961538461537,2016,9.875,9.692,9.655,2.541
1792,Allison Bower,Missouri,9.75,6.2733333333333325,2016,9.875,9.756,0.0,3.483
1793,Angelina Giancroce,Alabama,9.5,7.408064516129032,2016,0.0,0.0,0.0,-7.408
1794,Lyanda Dudley,Cornell,9.575,7.559090909090908,2016,9.8,9.651,9.775,2.092
1795,Rose Piorkowski,Iowa,9.775,7.695,2016,9.875,9.723,9.85,2.028
1796,Stephanie Brock,Penn State,9.85,6.8464285714285715,2011,9.75,9.592,0.0,2.746
1797,Tess McCracken,Penn State,9.4,6.301923076923077,2017,0.0,0.0,0.0,-6.302
1798,Ashley Hiller,Florida,9.775,7.171875,2016,9.7,9.7,0.0,2.528
1799,Amanda Cheney,Florida,9.675,5.418749999999999,2016,9.825,9.754,9.74,4.335
1800,Lauryn Mattson,Arizona,9.75,7.415217391304346,2016,9.875,9.771,9.83,2.356
1801,Rachel Binkley,Western Michigan,9.675,7.342105263157894,2016,9.75,9.617,9.675,2.275
1802,Sidney Dukes,Kentucky,9.8,6.764583333333333,2016,9.875,9.791,9.865,3.026
1803,Corinne Belkoff,Arizona State,9.6,6.8217741935483875,2016,9.825,9.651,9.78,2.829
1804,Jenna Squillo,UIC,9.5,7.048529411764706,2016,9.85,9.58,9.765,2.531
1805,Brooke Kelly,Missouri,9.675,5.881481481481481,2016,9.775,9.413,0.0,3.532
1806,Julia McLaughlin,George Washington,9.35,7.079000000000002,2016,9.825,9.711,9.795,2.632
1807,Michelle Amoresano,Rutgers,9.775,7.448958333333334,2016,9.875,9.691,9.81,2.242
1808,Janelle McClelland,Ohio State,9.675,7.484999999999999,2016,9.825,9.745,9.8,2.26
1809,Monica Riley,Washington,9.8,6.733928571428572,2017,9.875,9.735,9.815,3.001
1810,India Anderson,Temple,9.55,7.621428571428573,2016,9.7,9.627,9.67,2.006
1811,Krista Collins,Pittsburgh,9.7,7.468965517241378,2016,9.775,9.579,9.715,2.11
1812,Aya Suzuki,UC Davis,9.425,6.377173913043477,2016,0.0,0.0,0.0,-6.377
1813,Rachael Donovan,Illinois,9.475,6.523529411764705,2016,0.0,0.0,0.0,-6.524
1814,Chelsea Shu,California,9.65,7.123076923076922,2017,0.0,0.0,0.0,-7.123
1815,Kelly Martin,Iowa State,9.75,6.646710526315787,2016,9.9,9.722,9.83,3.075
1816,Kaitlyn Szafranski,Arizona State,9.725,7.494642857142856,2018,9.85,9.771,9.815,2.276
1817,Yasmine Yektaparast,UC Davis,9.4,6.615909090909092,2016,9.775,9.646,9.705,3.03
1818,Diana Chesnok,Denver,9.85,7.6175,2016,9.875,9.767,9.86,2.149
1819,Madeleine Huber,Missouri,9.775,5.758333333333333,2016,9.875,9.764,9.85,4.006
1820,Kaylin Mancari,Alaska,9.25,7.00125,2016,9.5,9.375,0.0,2.374
1821,Riahanah Ali,Rutgers,9.775,7.454464285714285,2016,9.85,9.692,9.815,2.238
1822,Natasha Trejo,BYU,9.3,5.664843749999998,2016,0.0,0.0,0.0,-5.665
1823,Katelyn Lentz,Arizona State,9.575,7.586363636363636,2016,9.825,9.68,9.765,2.094
1824,Emily Briones,Utah State,9.575,5.375,2016,0.0,0.0,0.0,-5.375
1825,Josalyn Ray,San Jose State,9.675,6.989999999999999,2016,9.825,9.679,9.79,2.689
1826,Grace Broadhurst,Denver,9.675,7.202777777777776,2019,0.0,0.0,0.0,-7.203
1827,McKenna Singley,Oregon State,9.65,6.789130434782608,2016,9.875,9.773,9.845,2.984
1828,Carly Galpin,West Virginia,9.1,7.002631578947367,2016,0.0,0.0,0.0,-7.003
1829,Tiara Wright,West Virginia,9.475,6.935,2016,0.0,0.0,0.0,-6.935
1830,Katie Morsefield,Bowling Green,9.725,9.26,2016,9.8,9.66,9.78,0.4
1831,Kailey Miller,Central Michigan,9.45,7.443478260869565,2016,9.475,9.425,0.0,1.982
1832,Aysia Sharif,Towson,9.425,7.10703125,2016,9.675,9.617,9.605,2.51
1833,Roya Shirley,Michigan State,9.65,7.476,2016,9.875,9.713,9.805,2.237
1834,Kristyn Hoffa,Washington,9.9,7.461111111111111,2017,9.85,9.774,9.835,2.313
1835,Meghan Cash,Brockport,9.25,7.58269230769231,2016,0.0,0.0,0.0,-7.583
1836,Stephanie Mager,Brockport,9.45,7.5,2016,9.85,9.634,9.785,2.134
