,Name,School,L10_High_AA,L10_Ave_AA,Freshman,NCAA_High_AA,NCAA_Ave_AA,AA_nqs,AA_delta
287,Silje Hildebrand,Alaska,34.5,23.335,2022,0.0,0.0,0.0,-34.5
288,Jena Swanson,Missouri,38.0,27.84615384615385,2021,0.0,0.0,0.0,-38.0
289,Naomi Morrison,Michigan,39.025,29.420394736842102,2021,39.6,39.355,39.51,0.575
290,Quinn Smith,Oklahoma,39.05,31.206249999999997,2021,0.0,0.0,0.0,-39.05
291,Lauren Macpherson,San Jose State,38.425,28.496153846153852,2021,39.325,38.978,39.26,0.9
292,Torri Tavenner,Sacramento State,37.275,28.24605263157895,2022,0.0,0.0,0.0,-37.275
293,Anna Bramblett,BYU,38.2,28.42794117647059,2022,0.0,0.0,0.0,-38.2
294,Halli Mayberry,Arizona,37.25,25.967499999999994,2021,0.0,0.0,0.0,-37.25
295,Kaylie Berens,UW-Oshkosh,36.575,28.112499999999997,2021,36.725,36.5,0.0,0.15
296,Kiersten Belkoff,Pennsylvania,37.55,25.653125,2022,0.0,0.0,0.0,-37.55
297,Madison Kirsch,San Jose State,37.275,27.287903225806456,2021,0.0,0.0,0.0,-37.275
298,Kiara Bruening,UW-Stout,36.125,23.487499999999997,2021,37.45,37.075,0.0,1.325
299,Megan Decious,Bowling Green,18.875,14.607499999999998,2021,0.0,0.0,0.0,-18.875
300,Mary Won,Sacramento State,37.8,28.842708333333327,2022,0.0,0.0,0.0,-37.8
301,Courtney Blackson,Boise State,38.975,29.95514705882353,2021,0.0,0.0,0.0,-38.975
302,Marisa Zepeda,UW-La Crosse,33.575,30.19,2021,0.0,0.0,0.0,-33.575
303,Nandhini Senthil,UC Davis,37.175,26.334722222222226,2022,0.0,0.0,0.0,-37.175
304,Jaudai Lopes,San Jose State,37.675,26.141000000000002,2021,39.35,38.982,39.23,1.675
305,Madeline Gose,Texas Woman's,37.825,27.006249999999998,2021,0.0,0.0,0.0,-37.825
306,Kendra Smaby,Gustavus Adolphus,34.7,18.092187499999998,2021,0.0,0.0,0.0,-34.7
307,Brenna Neault,Stanford,38.975,30.442500000000003,2022,39.525,39.05,39.255,0.55
308,Angelina Bohn,Cortland State,32.55,31.1,2022,0.0,0.0,0.0,-32.55
309,Lauren Ono,BYU,37.425,27.493749999999995,2022,0.0,0.0,0.0,-37.425
310,Lauren Thomas,Washington,37.8,28.256451612903223,2021,0.0,0.0,0.0,-37.8
311,Abbie Thompson,Cornell,39.05,29.413043478260864,2013,39.3,39.3,0.0,0.25
312,Gianna Ortiz,Rutgers,37.775,26.63333333333333,2022,0.0,0.0,0.0,-37.775
313,Baleigh Garcia,Michigan State,38.175,29.241964285714285,2021,39.3,39.225,0.0,1.125
314,Nicole Riccardi,Ohio State,37.925,29.588281250000005,2021,0.0,0.0,0.0,-37.925
315,Emily Koch,Minnesota,37.45,28.22763157894737,2021,0.0,0.0,0.0,-37.45
316,Kyla Dickson,UW-La Crosse,35.625,30.85,2022,0.0,0.0,0.0,-35.625
317,Marcela Bonifasi,Alaska,35.95,20.73181818181818,2022,0.0,0.0,0.0,-35.95
318,Ella Castellanos,LIU,36.975,26.405952380952385,2021,0.0,0.0,0.0,-36.975
319,Melanie Stone,Cornell,35.4,25.089062499999994,2022,0.0,0.0,0.0,-35.4
320,Emily Lopez,Boise State,38.5,26.330714285714286,2021,0.0,0.0,0.0,-38.5
321,Gianna Graver,New Hampshire,37.375,27.355555555555554,2021,0.0,0.0,0.0,-37.375
322,Chloi Clark,Florida,37.45,28.260526315789473,2022,0.0,0.0,0.0,-37.45
323,Reagan Jones,LIU,23.975,6.116666666666667,2021,0.0,0.0,0.0,-23.975
324,Mya Hooten,Minnesota,38.725,27.695535714285718,2021,0.0,0.0,0.0,-38.725
325,Ana Kenefick,Pennsylvania,37.8,29.524999999999995,2022,0.0,0.0,0.0,-37.8
326,Sarah Haxton,Kent State,37.4,28.016964285714288,2021,0.0,0.0,0.0,-37.4
327,Hannah Ruthberg,Ball State,38.275,29.809090909090905,2021,39.325,38.62,39.04,1.05
328,Sarah Girot,Towson,37.55,27.690217391304348,2021,0.0,0.0,0.0,-37.55
329,Calah Newman,Rutgers,37.2,29.928999999999995,2021,39.1,38.325,38.86,1.9
330,Gillian Fletcher,West Virginia,36.825,29.060294117647064,2022,0.0,0.0,0.0,-36.825
331,Kaitlyn Donovan,Illinois State,36.1,28.188636363636363,2022,0.0,0.0,0.0,-36.1
332,Jenna Mulligan,Michigan,37.275,29.35606060606061,2022,0.0,0.0,0.0,-37.275
333,Jamie Shearer,North Carolina,36.675,27.724999999999998,2021,0.0,0.0,0.0,-36.675
334,Sofia Huang,William & Mary,36.05,28.962500000000002,2022,0.0,0.0,0.0,-36.05
335,Hannah Moon,Lindenwood,37.15,28.391935483870974,2021,39.125,38.944,0.0,1.975
336,Sara Kenefick,Pennsylvania,37.55,28.774166666666666,2022,38.975,38.612,0.0,1.425
337,Taylor Doten,LIU,34.875,33.5,2021,0.0,0.0,0.0,-34.875
338,Genevieve Czaplewski,UW-Stout,35.775,34.505,2021,0.0,0.0,0.0,-35.775
339,Anaya Smith,Arizona State,37.875,27.73445945945946,2021,0.0,0.0,0.0,-37.875
340,Mia Falcone,UW-Whitewater,37.95,25.199999999999996,2022,0.0,0.0,0.0,-37.95
341,Anna Speller,S.E. Missouri,37.225,22.764583333333338,2021,0.0,0.0,0.0,-37.225
342,Anna Grace McCullough,Eastern Michigan,36.875,27.090000000000003,2021,0.0,0.0,0.0,-36.875
343,Elena Arenas,LSU,38.6,28.921875,2021,0.0,0.0,0.0,-38.6
344,Allie McClure,Alaska,35.7,23.264285714285716,2022,0.0,0.0,0.0,-35.7
345,Kieran Ross,Rutgers,34.3,25.715,2021,0.0,0.0,0.0,-34.3
346,Amber Mueller,Central Michigan,36.75,27.469642857142855,2021,0.0,0.0,0.0,-36.75
347,J'Chelle Heard,Illinois State,36.875,24.5203125,2021,0.0,0.0,0.0,-36.875
348,Anna Zoromski,UW-Oshkosh,35.95,25.21666666666667,2022,0.0,0.0,0.0,-35.95
349,Adeline Kenlin,Iowa,38.325,23.4,2021,39.5,38.925,0.0,1.175
350,Kiara Brown,UW-Stout,36.475,28.877999999999993,2021,37.925,37.037,36.86,1.45
351,Allison Zuhlke,Towson,37.6,26.794827586206893,2021,0.0,0.0,0.0,-37.6
352,Keira Boetel,UW-La Crosse,35.5,24.488095238095237,2021,0.0,0.0,0.0,-35.5
353,Elena Deets,Arizona,38.75,26.139634146341457,2021,0.0,0.0,0.0,-38.75
354,Estee Flom,UW-Whitewater,33.125,21.044444444444444,2021,0.0,0.0,0.0,-33.125
355,Raisa Boris,Eastern Michigan,38.025,26.523611111111112,2021,39.125,38.62,0.0,1.1
356,Sydney Schaffer,Missouri,37.25,28.030303030303035,2021,0.0,0.0,0.0,-37.25
357,Courtney Tripp,Centenary College,35.6,24.697058823529417,2021,0.0,0.0,0.0,-35.6
358,Meilin Sullivan,Oklahoma,38.225,27.37767857142858,2022,0.0,0.0,0.0,-38.225
359,Stephanie Zannella,Rutgers,36.9,24.79464285714286,2021,0.0,0.0,0.0,-36.9
360,Mackenzie Aresta,Temple,36.15,24.569444444444446,2021,0.0,0.0,0.0,-36.15
361,Myra Daniels,Rutgers,36.975,19.647727272727277,2021,0.0,0.0,0.0,-36.975
362,Courtney Morrison,Hamline,35.225,25.47115384615385,2015,0.0,0.0,0.0,-35.225
363,Carly Troilo,Ursinus College,35.775,28.924999999999997,2022,0.0,0.0,0.0,-35.775
364,Lauren Johnson,Georgia,37.775,20.28229166666667,2014,0.0,0.0,0.0,-37.775
365,Danae Fletcher,Oklahoma,38.925,25.345312500000002,2022,0.0,0.0,0.0,-38.925
366,Jada Mangahas,Arizona State,38.55,29.454411764705885,2021,0.0,0.0,0.0,-38.55
367,Anneliese Silverman,George Washington,38.475,28.37428571428571,2021,0.0,0.0,0.0,-38.475
368,Sandra Jessen,Stanford,37.925,27.370312499999997,2021,0.0,0.0,0.0,-37.925
369,Jessica Hutchinson,Denver,38.725,27.75815217391305,2021,39.625,39.456,39.575,0.9
370,Tayler Osterhout,Maryland,38.6,26.227205882352948,2021,0.0,0.0,0.0,-38.6
371,Kendall Whitman,George Washington,38.25,29.45,2021,0.0,0.0,0.0,-38.25
372,Sarah Fitzgerald,Sacramento State,37.55,23.11578947368421,2022,38.175,37.7,0.0,0.625
373,Emily White,North Carolina,37.95,27.891250000000003,2019,39.6,39.2,39.37,1.65
374,Madison Heffern,Cortland State,25.975,23.94,2022,0.0,0.0,0.0,-25.975
375,Samantha Gilbert,Maryland,37.625,27.474137931034484,2021,0.0,0.0,0.0,-37.625
376,McKenna Weiner,Brown,36.05,27.89090909090909,2022,0.0,0.0,0.0,-36.05
377,Sydney Thomas-Lutchmedial,Alaska,30.9,18.35833333333333,2022,0.0,0.0,0.0,-30.9
378,Ashley Cromer,Ursinus College,35.35,26.071052631578947,2022,0.0,0.0,0.0,-35.35
379,Gianna Gerdes,Minnesota,38.275,28.505612244897957,2021,0.0,0.0,0.0,-38.275
380,Emma Pritchard,Ohio State,38.05,29.604444444444447,2021,0.0,0.0,0.0,-38.05
381,Avery Balser,Rutgers,38.1,28.399999999999995,2021,0.0,0.0,0.0,-38.1
382,Lauren Miller,Air Force,37.0,26.39732142857143,2018,0.0,0.0,0.0,-37.0
383,Ella Barrington,LIU,36.825,25.641346153846154,2021,0.0,0.0,0.0,-36.825
384,Kendall George,Northern Illinois,37.675,28.418243243243243,2021,0.0,0.0,0.0,-37.675
385,Sydney Hayashi,Michigan State,37.325,28.311029411764707,2021,0.0,0.0,0.0,-37.325
386,Kaitlyn Hoiland,Oregon State,37.7,28.0109375,2021,0.0,0.0,0.0,-37.7
387,Bailey McCabe,Arizona,37.875,30.081060606060607,2021,0.0,0.0,0.0,-37.875
388,Kaylee Sugimoto,Illinois State,36.725,25.194318181818186,2021,0.0,0.0,0.0,-36.725
389,Adison Tanguay,Ursinus College,33.425,28.8,2022,0.0,0.0,0.0,-33.425
390,Velandra Brochi,Air Force,38.375,29.7578125,2022,39.025,38.781,38.89,0.65
391,Steelie King,Texas Woman's,37.925,26.5875,2021,0.0,0.0,0.0,-37.925
392,Haleigh Bryant,LSU,39.1,30.36488095238095,2021,39.75,39.452,39.66,0.65
393,Skylar Killough-Wilhelm,Washington,39.0,30.175,2021,39.55,39.229,39.45,0.55
394,Gabby Perea,California,38.9,38.725,2022,0.0,0.0,0.0,-38.9
395,Rylie Mundell,Denver,38.925,29.414130434782606,2021,39.55,39.258,39.45,0.625
396,Chae Campbell,UCLA,39.15,31.132608695652166,2021,39.725,39.412,39.605,0.575
397,Olivia Dunne,LSU,38.6,26.398333333333333,2021,0.0,0.0,0.0,-38.6
398,Isabella Magnelli,Kentucky,38.35,29.962500000000006,2021,0.0,0.0,0.0,-38.35
399,Sydney Benson,BYU,38.5,24.77571428571429,2022,0.0,0.0,0.0,-38.5
400,Anna Hartley,Southern Utah,37.25,27.0625,2022,0.0,0.0,0.0,-37.25
401,Ava Gaudet,Winona State,23.25,16.69375,2022,0.0,0.0,0.0,-23.25
402,Carly Bauman,Michigan,38.9,31.258823529411767,2021,0.0,0.0,0.0,-38.9
403,Erin Fortman,Minnesota,36.675,27.43275862068965,2021,0.0,0.0,0.0,-36.675
404,Kyra Burns,Missouri,38.35,28.86358695652174,2022,0.0,0.0,0.0,-38.35
405,Aubri Schwartze,Southern Utah,38.075,25.131249999999994,2021,0.0,0.0,0.0,-38.075
406,Grace Taylor,Georgia,35.5,26.33636363636364,2009,0.0,0.0,0.0,-35.5
407,Brianna Brooks,Utah State,38.4,29.930645161290332,2021,0.0,0.0,0.0,-38.4
408,Katie McNamara,Washington,38.425,27.087499999999995,2021,39.35,38.533,38.695,0.925
409,Sara Ulias,UCLA,36.55,24.6907894736842,2021,0.0,0.0,0.0,-36.55
410,Sophia McClelland,BYU,37.775,27.39083333333333,2021,0.0,0.0,0.0,-37.775
411,Sarina Ross,Bowling Green,35.95,27.627272727272725,2021,0.0,0.0,0.0,-35.95
412,Riley Goldberg,LIU,34.125,27.468749999999996,2021,0.0,0.0,0.0,-34.125
413,Lauren Goble,UW-Whitewater,34.675,19.251470588235293,2021,0.0,0.0,0.0,-34.675
414,Katelyn Searle,Sacramento State,36.5,23.081250000000004,2022,0.0,0.0,0.0,-36.5
415,Reyna Guggino,Michigan,37.15,24.028333333333332,2021,0.0,0.0,0.0,-37.15
416,Emily Wood,Rutgers,37.025,24.155,2021,0.0,0.0,0.0,-37.025
417,Katie Kowalski,Central Michigan,37.8,27.294230769230772,2021,0.0,0.0,0.0,-37.8
418,Angel Stuart,Utah State,36.75,28.18,2021,0.0,0.0,0.0,-36.75
419,Lauren Kramer,Brown,35.375,26.473076923076924,2022,0.0,0.0,0.0,-35.375
420,Audrey Koester,UW-Oshkosh,35.375,24.184375,2021,0.0,0.0,0.0,-35.375
421,Katy Cash,Gustavus Adolphus,34.775,30.662499999999998,2021,0.0,0.0,0.0,-34.775
422,Lauren Bannister,Bowling Green,37.3,28.090178571428574,2022,0.0,0.0,0.0,-37.3
423,Suki Pfister,Ball State,37.275,26.00357142857143,2021,0.0,0.0,0.0,-37.275
424,Regina Walton,Cornell,37.475,30.580357142857142,2022,0.0,0.0,0.0,-37.475
425,Sierra Bauman,New Hampshire,37.65,28.860714285714284,2021,0.0,0.0,0.0,-37.65
426,Madison Rush,Lindenwood,37.2,28.124000000000002,2021,0.0,0.0,0.0,-37.2
427,Sheridan Ramsey,Oklahoma,36.9,27.764130434782604,2022,0.0,0.0,0.0,-36.9
428,Kinsey Davis,Nebraska,38.475,27.739583333333332,2021,0.0,0.0,0.0,-38.475
429,Sarah Moravansky,Western Michigan,37.9,27.129347826086956,2021,39.375,38.915,39.26,1.475
430,Lanie Hyman,Temple,36.6,29.612500000000004,2021,0.0,0.0,0.0,-36.6
431,Cyrena Whalen,Temple,36.8,26.855263157894733,2021,0.0,0.0,0.0,-36.8
432,Olivia Lynd,Northern Illinois,37.7,29.900000000000002,2021,0.0,0.0,0.0,-37.7
433,Kaitlyn Farley,UW-La Crosse,34.85,33.480000000000004,2022,0.0,0.0,0.0,-34.85
434,Ananda Brown,Auburn,37.575,26.653947368421058,2022,0.0,0.0,0.0,-37.575
435,Kelly Sulek,Ball State,34.125,22.279166666666665,2021,0.0,0.0,0.0,-34.125
436,Eva Phair,Cornell,18.175,10.7,2022,0.0,0.0,0.0,-18.175
437,Chase Brock,LSU,38.475,29.342424242424237,2021,0.0,0.0,0.0,-38.475
438,Connie Hsu,Pennsylvania,38.275,30.287,2022,0.0,0.0,0.0,-38.275
439,Savannah Newsome,Lindenwood,37.1,26.983593750000004,2021,0.0,0.0,0.0,-37.1
440,Jayci Jordan,Southern Conn.,35.55,26.185714285714283,2022,0.0,0.0,0.0,-35.55
441,Sophia Lee,Stanford,39.025,26.75909090909091,2014,0.0,0.0,0.0,-39.025
442,Emma Kelley,Arkansas,36.9,26.411363636363635,2022,0.0,0.0,0.0,-36.9
443,Emma Morgenthaler,Sacramento State,37.925,28.06776315789474,2022,39.175,38.87,39.0,1.25
444,Gabi Wickman,Washington,37.55,24.325806451612905,2021,0.0,0.0,0.0,-37.55
445,Amanda Zeng,Stanford,37.825,29.173333333333336,2021,0.0,0.0,0.0,-37.825
446,Jaylene Gilstrap,Utah,38.7,21.14375,2021,0.0,0.0,0.0,-38.7
447,Sydney Gonzales,Oregon State,38.825,30.649218750000003,2021,0.0,0.0,0.0,-38.825
448,Giana Kalefe,Michigan State,38.125,28.31375,2022,0.0,0.0,0.0,-38.125
449,Cathy Eksteen,Washington,38.9,25.83333333333333,2021,0.0,0.0,0.0,-38.9
450,Eve Jackson,Utah State,37.575,30.667307692307695,2021,0.0,0.0,0.0,-37.575
451,Savannah Gonzalez,Ohio State,37.525,28.825000000000003,2021,0.0,0.0,0.0,-37.525
452,Megan Ray,UC Davis,37.9,30.51600000000001,2022,0.0,0.0,0.0,-37.9
453,Carissa Clay,Kentucky,37.775,28.669047619047614,2022,0.0,0.0,0.0,-37.775
454,Alani Sabado,Utah,38.825,31.34270833333334,2021,0.0,0.0,0.0,-38.825
455,Kaitlyn Lyle,UC Davis,37.95,26.988750000000003,2022,0.0,0.0,0.0,-37.95
456,Sarah Clark,Arizona State,38.3,28.616129032258062,2021,0.0,0.0,0.0,-38.3
457,Ariana Young,Oregon State,38.425,29.41973684210526,2021,0.0,0.0,0.0,-38.425
458,Claire Qu,Yale,36.775,28.615000000000006,2022,0.0,0.0,0.0,-36.775
459,Jenna Eagles,Lindenwood,36.625,18.178125,2021,0.0,0.0,0.0,-36.625
460,Grace Sumner,Ball State,37.875,26.73666666666667,2022,0.0,0.0,0.0,-37.875
461,Kaitlyn Ewald,Illinois,37.6,30.673000000000002,2021,0.0,0.0,0.0,-37.6
462,Kelsey Kollhoff,UW-Whitewater,36.025,23.662499999999998,2021,37.9,37.517,0.0,1.875
463,Gillian Rutz,Arkansas,38.325,29.85725806451612,2021,0.0,0.0,0.0,-38.325
464,Kristen Kuhn,Pennsylvania,36.9,23.878333333333327,2022,0.0,0.0,0.0,-36.9
465,Hyla Betts,West Chester,36.725,27.415217391304346,2022,0.0,0.0,0.0,-36.725
466,Dani Petrousek,Western Michigan,37.75,29.22393617021277,2021,39.15,38.741,39.02,1.4
467,Kennedy Weinpert,Kent State,37.025,28.889285714285712,2021,0.0,0.0,0.0,-37.025
468,Payton Lynch,George Washington,35.3,27.5425,2021,0.0,0.0,0.0,-35.3
469,Lydia Anderson,Winona State,34.2,27.451785714285716,2021,0.0,0.0,0.0,-34.2
470,Elizabeth Shearns,Air Force,36.9,26.781944444444445,2021,0.0,0.0,0.0,-36.9
471,Talia Little,Boise State,38.375,29.860833333333336,2021,0.0,0.0,0.0,-38.375
472,Bailey Bunn,Kentucky,38.275,28.47928571428572,2021,39.45,39.317,39.375,1.175
473,Tara Walsh,Auburn,37.9,28.38445945945946,2022,0.0,0.0,0.0,-37.9
474,Naomi German,Michigan State,37.5,28.800833333333337,2021,0.0,0.0,0.0,-37.5
475,Gabrielle Diaz,North Carolina State,38.525,29.428448275862074,2021,0.0,0.0,0.0,-38.525
476,Campbell Marr,Pennsylvania,37.325,26.166176470588237,2022,0.0,0.0,0.0,-37.325
477,Maggie Mace,Penn State,37.475,28.145,2022,0.0,0.0,0.0,-37.475
478,Kalise Newson,Missouri,37.85,25.4675,2021,0.0,0.0,0.0,-37.85
479,Faith Lerro,Pittsburgh,36.575,19.37272727272727,2021,0.0,0.0,0.0,-36.575
480,Nay'yarrah Winder,Pittsburgh,37.5,23.0625,2021,0.0,0.0,0.0,-37.5
481,Adriana Bustelo,Central Michigan,37.7,28.083928571428572,2021,0.0,0.0,0.0,-37.7
482,Audrey Lynn,Oklahoma,36.95,26.18472222222222,2021,0.0,0.0,0.0,-36.95
483,Bell Johnson,Oklahoma,38.2,28.622222222222224,2021,0.0,0.0,0.0,-38.2
484,Hayley Perkins,Alaska,32.5,26.685000000000002,2022,0.0,0.0,0.0,-32.5
485,Audrey Davis,Oklahoma,38.325,24.977083333333333,2021,39.625,39.469,39.485,1.3
486,Genesis Gibson,Nebraska,34.725,22.0,2022,0.0,0.0,0.0,-34.725
487,Nicole Norris,West Virginia,36.8,25.616346153846155,2021,0.0,0.0,0.0,-36.8
488,Chloe Asper,West Virginia,37.725,28.88534482758621,2021,0.0,0.0,0.0,-37.725
489,Lauren Wicker,West Chester,35.975,28.405,2022,0.0,0.0,0.0,-35.975
490,Naya Robinson,Springfield College,34.85,24.380555555555556,2022,0.0,0.0,0.0,-34.85
491,Kiana Lewis,West Virginia,38.525,28.175757575757572,2021,0.0,0.0,0.0,-38.525
492,Cory Shinohara,North Carolina,37.425,27.800000000000004,2022,0.0,0.0,0.0,-37.425
493,Stephanie Berger,Ohio State,38.575,28.334848484848482,2022,0.0,0.0,0.0,-38.575
494,Emily Buffington,UW-Oshkosh,37.3,26.582291666666666,2021,37.85,37.337,0.0,0.55
495,Lydia Webb,S.E. Missouri,38.075,26.612499999999997,2021,39.075,38.417,38.62,1.0
496,Julia Bedell,Brown,37.3,28.165789473684207,2022,0.0,0.0,0.0,-37.3
497,Simona Kerekes,Towson,37.6,27.850490196078436,2021,0.0,0.0,0.0,-37.6
498,Angela Xing,Brown,36.5,25.293333333333337,2022,0.0,0.0,0.0,-36.5
499,Cael Bixler,LIU,37.775,27.191964285714285,2022,0.0,0.0,0.0,-37.775
500,Danielle Press,Nebraska,37.05,26.250000000000004,2021,0.0,0.0,0.0,-37.05
501,Emiley Kahl,Southern Conn.,33.25,19.958333333333332,2022,0.0,0.0,0.0,-33.25
502,Madison Whitaker,West Chester,35.9,25.59583333333333,2022,0.0,0.0,0.0,-35.9
503,Jordan Olszewski,Arkansas,37.825,25.696296296296293,2021,0.0,0.0,0.0,-37.825
504,Jojo Warga,Ohio State,26.25,9.953125,2021,0.0,0.0,0.0,-26.25
505,Caitlyn Walsh,Cornell,34.8,24.5,2022,0.0,0.0,0.0,-34.8
506,Natalie Cross,Penn State,38.35,30.794,2021,0.0,0.0,0.0,-38.35
507,Madison Kipp,Illinois State,38.6,29.450000000000003,2021,39.2,38.842,0.0,0.6
508,Elizabeth Buttle,Central Michigan,37.075,27.08947368421053,2021,0.0,0.0,0.0,-37.075
509,Cassidy Stuart,Towson,37.8,28.343518518518522,2021,0.0,0.0,0.0,-37.8
510,Emma Grace Sargent,Brockport,35.45,35.1875,2022,0.0,0.0,0.0,-35.45
511,Kiley Fred,West Chester,36.1,27.456250000000004,2022,0.0,0.0,0.0,-36.1
512,Sydney Schumaker,Brockport,35.3,21.34375,2022,0.0,0.0,0.0,-35.3
513,Emma Otsu,UC Davis,38.95,27.038888888888884,2022,39.3,38.567,0.0,0.35
514,Mia Hebinck,Denver,38.3,26.91666666666667,2022,0.0,0.0,0.0,-38.3
515,Paige Richter,Brown,36.875,26.229000000000006,2022,0.0,0.0,0.0,-36.875
516,Lara Burhans,Arizona,36.575,18.809375,2022,0.0,0.0,0.0,-36.575
517,Adabelle Wright,Cornell,35.875,28.459999999999997,2022,0.0,0.0,0.0,-35.875
518,Lauren Letzsch,Oregon State,38.45,21.8734375,2022,0.0,0.0,0.0,-38.45
519,Simone Evans,Lindenwood,37.3,28.235714285714284,2022,0.0,0.0,0.0,-37.3
520,Ashley Resch,Illinois,37.95,29.45357142857143,2022,0.0,0.0,0.0,-37.95
521,Sarah Knetzke,UW-Whitewater,35.1,23.02,2022,0.0,0.0,0.0,-35.1
522,Lara Swords,Brown,36.35,26.155882352941177,2022,0.0,0.0,0.0,-36.35
523,Hailey Davis,Kentucky,38.125,27.662500000000005,2021,0.0,0.0,0.0,-38.125
524,Katie Finnegan,Georgia,38.525,28.729761904761904,2021,0.0,0.0,0.0,-38.525
525,Renee Schugman,Temple,37.5,29.70340909090909,2021,38.225,38.225,0.0,0.725
526,Sherry Wang,Yale,38.875,28.632432432432434,2022,0.0,0.0,0.0,-38.875
527,Maya MacDonald,New Hampshire,36.55,25.696875,2021,0.0,0.0,0.0,-36.55
528,Carina Jordan,North Carolina State,38.5,26.900000000000002,2021,38.75,38.75,0.0,0.25
529,Sophie Dudley,BYU,37.525,28.885714285714286,2022,0.0,0.0,0.0,-37.525
530,Sierra Ballard,LSU,38.125,28.80740740740741,2021,0.0,0.0,0.0,-38.125
531,Alyssa Manley,Alaska,37.0,29.21764705882353,2022,38.425,38.083,0.0,1.425
532,Jordan Jankowski,Eastern Michigan,37.025,27.090384615384618,2022,0.0,0.0,0.0,-37.025
533,Brooklyn Kopsack,Alaska,36.6,35.30833333333334,2022,0.0,0.0,0.0,-36.6
534,Lily McFarland,West Chester,36.45,25.17638888888889,2022,0.0,0.0,0.0,-36.45
535,Brooke Donabedian,Temple,37.55,29.98455882352942,2021,0.0,0.0,0.0,-37.55
536,Hanna Zebdi,Southern Conn.,36.25,26.1,2022,0.0,0.0,0.0,-36.25
537,Taylor Raskin,Arizona,9.25,9.15,2021,0.0,0.0,0.0,-9.25
538,Taylor Bushey,Brockport,36.1,21.28194444444444,2022,0.0,0.0,0.0,-36.1
539,Maggie Ayers,Penn State,36.9,25.52857142857143,2021,0.0,0.0,0.0,-36.9
540,Anna Grace McCullough,Eastern Michigan,37.075,27.818750000000005,2021,0.0,0.0,0.0,-37.075
541,Hannah Miller,BYU,38.175,27.884574468085113,2017,0.0,0.0,0.0,-38.175
542,Julia Yitts,Rhode Island College,17.6,17.6,2022,0.0,0.0,0.0,-17.6
543,Natalie Galioto,Brockport,35.225,20.4675,2022,0.0,0.0,0.0,-35.225
544,Jaidyn Raby,Rutgers,34.4,22.839285714285715,2021,0.0,0.0,0.0,-34.4
545,Mia Rose Thackston,Temple,32.8,13.57142857142857,2021,0.0,0.0,0.0,-32.8
546,Kareena McSweeny,Iowa,36.65,26.840384615384615,2022,0.0,0.0,0.0,-36.65
547,Ellie Lazzari,Florida,38.95,29.875,2021,39.525,39.47,39.492,0.575
548,Delaney Brown,Cortland State,34.7,33.1875,2022,36.5,35.795,0.0,1.8
549,Agatha Handono,West Virginia,37.425,25.708333333333332,2021,0.0,0.0,0.0,-37.425
550,Caroline Herry,Arizona,38.15,29.841129032258067,2021,0.0,0.0,0.0,-38.15
551,Isabel Plaza,Centenary College,24.95,22.150000000000002,2021,0.0,0.0,0.0,-24.95
552,Madison Benson,North Carolina State,38.05,23.98017241379311,2021,0.0,0.0,0.0,-38.05
553,Victoria Henry,Ball State,38.15,29.44083333333334,2021,0.0,0.0,0.0,-38.15
554,Allie Morgan,Illinois,37.375,36.265,2022,0.0,0.0,0.0,-37.375
555,Kaia Parker,Iowa State,37.65,27.621296296296297,2021,0.0,0.0,0.0,-37.65
556,Hannah Oliveros,Ohio State,38.4,27.722499999999997,2021,0.0,0.0,0.0,-38.4
557,Claudia Walter,UW-La Crosse,35.275,23.65555555555556,2021,0.0,0.0,0.0,-35.275
558,Kate Greene,North Carolina,38.175,29.819999999999997,2021,0.0,0.0,0.0,-38.175
559,Nadia Drutau,Yale,37.45,25.388333333333332,2022,0.0,0.0,0.0,-37.45
560,Kyndall Gilbert,Kent State,37.175,25.968421052631584,2021,0.0,0.0,0.0,-37.175
561,Sydney Bennett,Bowling Green,37.65,28.394047619047612,2022,0.0,0.0,0.0,-37.65
562,Bryanna Deangelis,Cortland State,33.675,22.06666666666667,2022,0.0,0.0,0.0,-33.675
563,Kaleigh Cleveland,Pittsburgh,37.775,25.788709677419355,2022,0.0,0.0,0.0,-37.775
564,Michelle Reed,Lindenwood,36.425,21.919444444444448,2022,0.0,0.0,0.0,-36.425
565,Jordan Kane,California,38.075,26.474999999999998,2022,0.0,0.0,0.0,-38.075
566,Lucy Stanhope,Utah,36.775,36.775,2021,0.0,0.0,0.0,-36.775
567,Grace Vaillancourt,Towson,37.25,28.640217391304347,2021,0.0,0.0,0.0,-37.25
568,Elizabeth Cesarone,Central Michigan,37.25,26.98611111111111,2021,0.0,0.0,0.0,-37.25
569,Taylor Kish,UW-Eau Claire,32.05,22.6875,2021,0.0,0.0,0.0,-32.05
570,Ilka Juk,LIU,36.1,36.1,2022,0.0,0.0,0.0,-36.1
571,Emily Walker,Alaska,36.25,35.05,2022,0.0,0.0,0.0,-36.25
572,Rylie Molina,Centenary College,35.875,28.257291666666667,2021,0.0,0.0,0.0,-35.875
573,Audrey Arnold,Southern Conn.,32.6,32.400000000000006,2022,0.0,0.0,0.0,-32.6
574,Montana Fairbairn,Alaska,37.4,30.725,2022,0.0,0.0,0.0,-37.4
575,Anne Kiley,Springfield College,36.4,22.888461538461538,2022,0.0,0.0,0.0,-36.4
576,Trinity Macy,Pittsburgh,38.025,30.05795454545455,2021,0.0,0.0,0.0,-38.025
